literal	pos	family	voice	note
銅仁地區	n			len4-noun-heuristic
鋼鐵工業	n			len4-noun-heuristic
鎮江地區	n			len4-noun-heuristic
長平之戰	n			len4-noun-heuristic
長線產品	n			len4-noun-heuristic
長途電話	n			len4-noun-heuristic
門户之見	n			len4-noun-heuristic
開幕典禮	n			len4-noun-heuristic
開放系統	n			len4-noun-heuristic
開花結果	n			len4-noun-heuristic
關中地區	n			len4-noun-heuristic
關鍵問題	n			len4-noun-heuristic
防火設備	n			len4-noun-heuristic
除此之外	n			len4-noun-heuristic
障礙賽跑	n			len4-noun-heuristic
隨之而來	n			len4-noun-heuristic
隨行人員	n			len4-noun-heuristic
隴南地區	n			len4-noun-heuristic
集體經濟	n			len4-noun-heuristic
電力公司	n			len4-noun-heuristic
電力工業	n			len4-noun-heuristic
電子工業	n			len4-noun-heuristic
電子工程	n			len4-noun-heuristic
電子產品	n			len4-noun-heuristic
電子網絡	n			len4-noun-heuristic
電機工程	n			len4-noun-heuristic
電氣工程	n			len4-noun-heuristic
電視公司	n			len4-noun-heuristic
電視大學	n			len4-noun-heuristic
非黨人士	n			len4-noun-heuristic
靡靡之音	n			len4-noun-heuristic
音樂之聲	n			len4-noun-heuristic
音頻設備	n			len4-noun-heuristic
預防措施	n			len4-noun-heuristic
頒獎典禮	n			len4-noun-heuristic
顧問公司	n			len4-noun-heuristic
風化作用	n			len4-noun-heuristic
食品工業	n			len4-noun-heuristic
飽學之士	n			len4-noun-heuristic
養生之道	n			len4-noun-heuristic
養育之恩	n			len4-noun-heuristic
養身之道	n			len4-noun-heuristic
首善之區	n			len4-noun-heuristic
首映典禮	n			len4-noun-heuristic
香港大學	n			len4-noun-heuristic
馬列主義	n			len4-noun-heuristic
驚人之舉	n			len4-noun-heuristic
骨科醫生	n			len4-noun-heuristic
高新技術	n			len4-noun-heuristic
高速網絡	n			len4-noun-heuristic
魚水之歡	n			len4-noun-heuristic
鴻鵠之志	n			len4-noun-heuristic
麗水地區	n			len4-noun-heuristic
黔驢之技	n			len4-noun-heuristic
點睛之筆	n			len4-noun-heuristic
點頭之交	n			len4-noun-heuristic
鼎足之勢	n			len4-noun-heuristic
齊人之福	n			len4-noun-heuristic
龍山文化	n			len4-noun-heuristic
一些	a,n			cow-multi
一致	n,v			cow-multi
上升	n,v			cow-multi
上漲	n,v			cow-multi
下跌	n,v			cow-multi
下降	n,v			cow-multi
不和	n,v			cow-multi
不安	a,n			cow-multi
不屑	n,v			cow-multi
中	a,n			cow-multi
中斷	n,v			cow-multi
中止	n,v			cow-multi
主持	n,v			cow-multi
乾淨	a,n			cow-multi
交叉	n,v			cow-multi
交換	n,v			cow-multi
交易	n,v			cow-multi
交流	n,v			cow-multi
仇恨	n,v			cow-multi
介紹	n,v			cow-multi
付款	n,v			cow-multi
代	a,n			cow-multi
代表	n,v			cow-multi
企圖	n,v			cow-multi
休假	n,v			cow-multi
休息	n,v			cow-multi
伸出	n,v			cow-multi
佈置	n,v			cow-multi
佔有	n,v			cow-multi
佔用	n,v			cow-multi
作用	n,v			cow-multi
佩服	n,v			cow-multi
供應	n,v			cow-multi
依賴	n,v			cow-multi
侵害	n,v			cow-multi
侵蝕	n,v			cow-multi
促進	n,v			cow-multi
保存	n,v			cow-multi
保證	n,v			cow-multi
保護	n,v			cow-multi
保釋	n,v			cow-multi
保障	n,v			cow-multi
信任	n,v			cow-multi
信託	n,v			cow-multi
值	n,v			cow-multi
值得	n,v			cow-multi
假裝	n,v			cow-multi
假設	n,v			cow-multi
偏袒	n,v			cow-multi
偏離	n,v			cow-multi
停工	n,v			cow-multi
停止	n,v			cow-multi
停滯	n,v			cow-multi
停留	n,v			cow-multi
停頓	n,v			cow-multi
偵探	n,v			cow-multi
催眠	n,v			cow-multi
傳染	n,v			cow-multi
傷害	n,v			cow-multi
傾向	n,v			cow-multi
價值	n,v			cow-multi
儲存	n,v			cow-multi
允許	n,v			cow-multi
充滿	n,v			cow-multi
充足	n,v			cow-multi
光明	a,n			cow-multi
入侵	n,v			cow-multi
共有	n,v			cow-multi
共鳴	n,v			cow-multi
冒險	n,v			cow-multi
冷	a,n			cow-multi
冷卻	n,v			cow-multi
凝固	n,v			cow-multi
凝結	n,v			cow-multi
凝聚	n,v			cow-multi
出口	n,v			cow-multi
出席	n,v			cow-multi
出版	n,v			cow-multi
出現	n,v			cow-multi
出發	n,v			cow-multi
出血	n,v			cow-multi
分享	n,v			cow-multi
分散	n,v			cow-multi
分析	n,v			cow-multi
分解	n,v			cow-multi
分配	n,v			cow-multi
分開	n,v			cow-multi
分離	n,v			cow-multi
切	n,v			cow-multi
切斷	n,v			cow-multi
判決	n,v			cow-multi
利用	n,v			cow-multi
刪除	n,v			cow-multi
制服	n,v			cow-multi
制止	n,v			cow-multi
刷	n,v			cow-multi
刺	n,v			cow-multi
刺激	n,v			cow-multi
削減	n,v			cow-multi
剋制	n,v			cow-multi
前進	n,v			cow-multi
剩餘	n,v			cow-multi
割	n,v			cow-multi
創造	n,v			cow-multi
劇痛	n,v			cow-multi
加入	n,v			cow-multi
加冕	n,v			cow-multi
加劇	n,v			cow-multi
加強	n,v			cow-multi
加熱	n,v			cow-multi
努力	n,v			cow-multi
動搖	n,v			cow-multi
勞動	n,v			cow-multi
勢均力敵	r,v			cow-multi
包	n,v			cow-multi
包括	n,v			cow-multi
包裝	n,v			cow-multi
升起	n,v			cow-multi
協作	n,v			cow-multi
印	n,v			cow-multi
危害	n,v			cow-multi
厭惡	n,v			cow-multi
參加	n,v			cow-multi
參與	n,v			cow-multi
參觀	n,v			cow-multi
反射	n,v			cow-multi
反對	n,v			cow-multi
反抗	n,v			cow-multi
取代	n,v			cow-multi
取消	n,v			cow-multi
取笑	n,v			cow-multi
古代	n,r			cow-multi
古物	a,n			cow-multi
叫喊	n,v			cow-multi
叮	n,v			cow-multi
合作	n,v			cow-multi
合計	n,v			cow-multi
同等	n,v			cow-multi
吵架	n,v			cow-multi
吵鬧	n,v			cow-multi
吸引	n,v			cow-multi
吸收	n,v			cow-multi
吸煙	n,v			cow-multi
呆	a,v			cow-multi
呈現	n,v			cow-multi
命令	n,v			cow-multi
和諧	n,v			cow-multi
商業	n,v			cow-multi
問候	n,v			cow-multi
啓示	n,v			cow-multi
喜愛	n,v			cow-multi
喧鬧	n,v			cow-multi
喪失	n,v			cow-multi
嘆息	n,v			cow-multi
嘗試	n,v			cow-multi
囚禁	n,v			cow-multi
回來	n,v			cow-multi
回報	n,v			cow-multi
回憶	n,v			cow-multi
回答	n,v			cow-multi
回顧	n,v			cow-multi
固定	n,v			cow-multi
圈	n,v			cow-multi
圍繞	n,v			cow-multi
團結	n,v			cow-multi
團結一致	n,v			cow-multi
坐牢	n,v			cow-multi
堆	n,v			cow-multi
報價	n,v			cow-multi
塞	n,v			cow-multi
填滿	n,v			cow-multi
增加	n,v			cow-multi
增長	n,v			cow-multi
墮落	n,v			cow-multi
壓制	n,v			cow-multi
壓抑	n,v			cow-multi
壓縮	n,v			cow-multi
夢	n,v			cow-multi
大叫	n,v			cow-multi
大概	n,r			cow-multi
失控	n,v			cow-multi
失敗	n,v			cow-multi
失明	a,n			cow-multi
失禮	n,v			cow-multi
失衡	n,v			cow-multi
奉獻	n,v			cow-multi
妥協	n,v			cow-multi
妨礙	n,v			cow-multi
威脅	n,v			cow-multi
娛樂	n,v			cow-multi
存在	n,v			cow-multi
孤注一擲	n,v			cow-multi
孤立	n,v			cow-multi
學會	n,v			cow-multi
守衞	n,v			cow-multi
安慰	n,v			cow-multi
安排	n,v			cow-multi
安靜	n,v			cow-multi
完成	n,v			cow-multi
完結	n,v			cow-multi
定居	n,v			cow-multi
定量	n,v			cow-multi
宣佈	n,v			cow-multi
宣傳	n,v			cow-multi
容光煥發	n,v			cow-multi
實現	n,v			cow-multi
實驗	n,v			cow-multi
審理	n,v			cow-multi
寫	a,v			cow-multi
寬恕	n,v			cow-multi
射出	n,v			cow-multi
專心	n,v			cow-multi
尊重	n,v			cow-multi
尋求	n,v			cow-multi
對抗	n,v			cow-multi
對準	n,v			cow-multi
導演	n,v			cow-multi
小雨	n,v			cow-multi
屈服	n,v			cow-multi
展示	n,v			cow-multi
展開	n,v			cow-multi
崩潰	n,v			cow-multi
工作	n,v			cow-multi
左右	r,v			cow-multi
差	n,v			cow-multi
希望	n,v			cow-multi
帶	n,v			cow-multi
幫	n,v			cow-multi
幫助	n,v			cow-multi
幫忙	n,v			cow-multi
平息	n,v			cow-multi
平衡	n,v			cow-multi
度	n,v			cow-multi
庫存	n,v			cow-multi
廢棄	n,v			cow-multi
廢止	n,v			cow-multi
廣播	n,v			cow-multi
延期	n,v			cow-multi
延誤	n,v			cow-multi
延遲	n,v			cow-multi
建立	n,v			cow-multi
建議	n,v			cow-multi
弄亂	a,v			cow-multi
強化	n,v			cow-multi
強姦	n,v			cow-multi
強調	n,v			cow-multi
彎	n,v			cow-multi
形成	n,v			cow-multi
影響	n,v			cow-multi
征服	n,v			cow-multi
後悔	n,v			cow-multi
後果	n,v			cow-multi
得罪	n,v			cow-multi
從屬	n,v			cow-multi
復原	n,v			cow-multi
循環	n,v			cow-multi
微笑	n,v			cow-multi
必要	n,v			cow-multi
忍耐	n,v			cow-multi
忙	a,n			cow-multi
忙碌	n,v			cow-multi
忽視	n,v			cow-multi
怕	a,v			cow-multi
思索	n,v			cow-multi
思考	n,v			cow-multi
恢復	n,v			cow-multi
恢復名譽	n,v			cow-multi
惡化	n,v			cow-multi
意味	n,v			cow-multi
感染	n,v			cow-multi
感覺	n,v			cow-multi
憎恨	n,v			cow-multi
憤怒	n,v			cow-multi
懲罰	n,v			cow-multi
懶散	n,v			cow-multi
懷孕	n,v			cow-multi
懷疑	n,v			cow-multi
成人	n,v			cow-multi
成功	n,v			cow-multi
成年	n,v			cow-multi
成熟	n,v			cow-multi
戰	n,v			cow-multi
戰鬥	n,v			cow-multi
打扮	n,v			cow-multi
打擊	n,v			cow-multi
打斷	n,v			cow-multi
打破	n,v			cow-multi
打算	n,v			cow-multi
扣押	n,v			cow-multi
扣除	n,v			cow-multi
扭	n,v			cow-multi
扭動	n,v			cow-multi
扭曲	n,v			cow-multi
批評	n,v			cow-multi
承諾	n,v			cow-multi
抑制	n,v			cow-multi
抓緊	n,v			cow-multi
投機	n,v			cow-multi
投票	n,v			cow-multi
投資	n,v			cow-multi
抗議	n,v			cow-multi
折磨	n,v			cow-multi
抵制	n,v			cow-multi
抵抗	n,v			cow-multi
抵押	n,v			cow-multi
抽搐	n,v			cow-multi
拒絕	n,v			cow-multi
拯救	n,v			cow-multi
指令	n,v			cow-multi
指導	n,v			cow-multi
指揮	n,v			cow-multi
挑戰	n,v			cow-multi
挑逗	n,v			cow-multi
挽	n,v			cow-multi
捏	n,v			cow-multi
捐款	n,v			cow-multi
掌握	n,v			cow-multi
排	n,v			cow-multi
排斥	n,v			cow-multi
排除	n,v			cow-multi
掙扎	n,v			cow-multi
採納	n,v			cow-multi
探索	n,v			cow-multi
接收	n,v			cow-multi
接觸	n,v			cow-multi
接近	n,v			cow-multi
控制	n,v			cow-multi
推測	n,v			cow-multi
推翻	n,v			cow-multi
推薦	n,v			cow-multi
推遲	n,v			cow-multi
描述	n,v			cow-multi
提供	n,v			cow-multi
提升	n,v			cow-multi
提議	n,v			cow-multi
提高	n,v			cow-multi
揮霍	n,v			cow-multi
援助	n,v			cow-multi
損失	n,v			cow-multi
損害	n,v			cow-multi
搜尋	n,v			cow-multi
搜索	n,v			cow-multi
搶劫	n,v			cow-multi
摩擦	n,v			cow-multi
摺疊	n,v			cow-multi
撞擊	n,v			cow-multi
撤回	n,v			cow-multi
撫慰	n,v			cow-multi
擁抱	n,v			cow-multi
擁有	n,v			cow-multi
擔心	n,v			cow-multi
擠	n,v			cow-multi
擦	n,v			cow-multi
擰	n,v			cow-multi
擱置	n,v			cow-multi
擴張	n,v			cow-multi
擺動	n,v			cow-multi
擺脱	n,v			cow-multi
支持	n,v			cow-multi
支援	n,v			cow-multi
支撐	n,v			cow-multi
收回	n,v			cow-multi
收縮	n,v			cow-multi
收養	n,v			cow-multi
改善	n,v			cow-multi
改正	n,v			cow-multi
改變	n,v			cow-multi
改革	n,v			cow-multi
攻擊	n,v			cow-multi
放大	n,v			cow-multi
放棄	n,v			cow-multi
放縱	n,v			cow-multi
放肆	n,v			cow-multi
放鬆	n,v			cow-multi
救助	n,v			cow-multi
教導	n,v			cow-multi
教授	n,v			cow-multi
教育	n,v			cow-multi
散發	n,v			cow-multi
整理	n,v			cow-multi
數	n,v			cow-multi
文件	n,v			cow-multi
文檔	n,v			cow-multi
文獻	n,v			cow-multi
旋轉	n,v			cow-multi
昏迷	n,v			cow-multi
昔日	n,r			cow-multi
暫停	n,v			cow-multi
暫緩	n,v			cow-multi
暴跌	n,v			cow-multi
暴露	n,v			cow-multi
曝光	n,v			cow-multi
更新	n,v			cow-multi
最後	a,n			cow-multi
有用	n,v			cow-multi
有關	n,v			cow-multi
服務	n,v			cow-multi
服從	n,v			cow-multi
期待	n,v			cow-multi
束縛	n,v			cow-multi
枯萎	n,v			cow-multi
核對	n,v			cow-multi
根據	a,n			cow-multi
概括	a,n,v			cow-multi
構思	n,v			cow-multi
標誌	n,v			cow-multi
模仿	n,v			cow-multi
模擬	n,v			cow-multi
檢查	n,v			cow-multi
欺詐	n,v			cow-multi
欺騙	n,v			cow-multi
欽佩	n,v			cow-multi
歇息	n,v			cow-multi
歡呼	n,v			cow-multi
歡喜	n,v			cow-multi
歡迎	n,v			cow-multi
歧視	n,v			cow-multi
歪曲	n,v			cow-multi
歸屬	n,v			cow-multi
歸還	n,v			cow-multi
死	n,v			cow-multi
死亡	n,v			cow-multi
殘害	n,v			cow-multi
毀滅	n,v			cow-multi
民意測驗	n,v			cow-multi
民意調查	n,v			cow-multi
氾濫	n,v			cow-multi
污染	n,v			cow-multi
決定	n,v			cow-multi
沒有	n,v			cow-multi
治療	n,v			cow-multi
泡	n,v			cow-multi
波動	n,v			cow-multi
注意	n,v			cow-multi
注視	n,v			cow-multi
派	n,v			cow-multi
流	n,v			cow-multi
流出	n,v			cow-multi
流動	n,v			cow-multi
流浪	n,v			cow-multi
流血	n,v			cow-multi
浪費	n,v			cow-multi
浸泡	n,v			cow-multi
消亡	n,v			cow-multi
消散	n,v			cow-multi
消沉	n,v			cow-multi
消滅	n,v			cow-multi
消耗	n,v			cow-multi
消除	n,v			cow-multi
涉及	n,v			cow-multi
深入	n,v			cow-multi
深思熟慮	n,v			cow-multi
混亂	n,v			cow-multi
混淆	n,v			cow-multi
減少	n,v			cow-multi
減弱	n,v			cow-multi
測試	n,v			cow-multi
渴望	n,v			cow-multi
游泳	n,v			cow-multi
湧出	n,v			cow-multi
準備	n,v			cow-multi
滑雪	n,v			cow-multi
滲入	n,v			cow-multi
滴	n,v			cow-multi
滿	a,n			cow-multi
滿足	n,v			cow-multi
漂流	n,v			cow-multi
演示	n,v			cow-multi
漠視	n,v			cow-multi
漩渦	n,v			cow-multi
激動	n,v			cow-multi
為人	n,v			cow-multi
無禮	n,v			cow-multi
煩惱	n,v			cow-multi
燃燒	n,v			cow-multi
燒	n,v			cow-multi
爆發	n,v			cow-multi
犧牲	n,v			cow-multi
猜測	n,v			cow-multi
猶豫	n,v			cow-multi
獨佔	n,v			cow-multi
獨身	a,n			cow-multi
獲得	n,v			cow-multi
玩	n,v			cow-multi
理解	a,n,v			cow-multi
瓦解	n,v			cow-multi
生存	n,v			cow-multi
生活	n,v			cow-multi
生產	n,v			cow-multi
用盡	n,v			cow-multi
申請	n,v			cow-multi
留意	n,v			cow-multi
畫	n,v			cow-multi
疏忽	n,v			cow-multi
疼痛	n,v			cow-multi
痛	n,v			cow-multi
痛恨	n,v			cow-multi
登記	n,v			cow-multi
發光	n,v			cow-multi
發射	n,v			cow-multi
發展	n,v			cow-multi
發抖	n,v			cow-multi
發現	n,v			cow-multi
發生	n,v			cow-multi
發覺	n,v			cow-multi
皺眉	n,v			cow-multi
盔甲	n,v			cow-multi
盜竊	n,v			cow-multi
盡力	n,v			cow-multi
監禁	n,v			cow-multi
相似	n,v			cow-multi
看望	n,v			cow-multi
睡覺	n,v			cow-multi
瞎	a,n			cow-multi
瞭解	n,v			cow-multi
知道	n,v			cow-multi
研究	n,v			cow-multi
破壞	n,v			cow-multi
破產	n,v			cow-multi
破碎	n,v			cow-multi
破裂	n,v			cow-multi
碰撞	n,v			cow-multi
確信	n,v			cow-multi
確認	n,v			cow-multi
磨	n,v			cow-multi
示威	n,v			cow-multi
示威遊行	n,v			cow-multi
示範	n,v			cow-multi
祈禱	n,v			cow-multi
禁止	n,v			cow-multi
移動	n,v			cow-multi
移民	n,v			cow-multi
稱呼	n,v			cow-multi
稱讚	n,v			cow-multi
積蓄	n,v			cow-multi
穩定	n,v			cow-multi
突出	n,v			cow-multi
立法	n,v			cow-multi
競爭	n,v			cow-multi
符合	n,v			cow-multi
第十	a,n			cow-multi
答覆	n,v			cow-multi
管理	n,v			cow-multi
節儉	n,v			cow-multi
節制	n,v			cow-multi
節約	n,v			cow-multi
簽名	n,v			cow-multi
簽字	n,v			cow-multi
精疲力竭	n,v			cow-multi
精通	n,v			cow-multi
紀念	n,v			cow-multi
約會	n,v			cow-multi
組合	n,v			cow-multi
組成	n,v			cow-multi
組織	n,v			cow-multi
結婚	n,v			cow-multi
結束	n,v			cow-multi
結果	n,v			cow-multi
結算	n,v			cow-multi
統一	n,v			cow-multi
統治	n,v			cow-multi
經歷	n,v			cow-multi
經紀人	n,v			cow-multi
經過	r,v			cow-multi
經驗	n,v			cow-multi
維持	n,v			cow-multi
緊張	n,v			cow-multi
緊急	n,v			cow-multi
緊握	n,v			cow-multi
緘默	n,v			cow-multi
緩和	n,v			cow-multi
縮小	n,v			cow-multi
總計	n,v			cow-multi
繼承	a,v			cow-multi
缺乏	a,n,v			cow-multi
缺席	n,v			cow-multi
翻轉	n,v			cow-multi
老年	a,n			cow-multi
考慮	n,v			cow-multi
耗盡	n,v			cow-multi
聚會	n,v			cow-multi
聚集	n,v			cow-multi
聯繫	n,v			cow-multi
背叛	n,v			cow-multi
脱離	n,v			cow-multi
腐敗	n,v			cow-multi
膨脹	n,v			cow-multi
自始至終	n,r			cow-multi
自立	n,v			cow-multi
至	n,v			cow-multi
花	n,v			cow-multi
苦惱	n,v			cow-multi
落下	n,v			cow-multi
虐待	n,v			cow-multi
處理	n,v			cow-multi
虛構	n,v			cow-multi
虧損	n,v			cow-multi
蜷縮	n,v			cow-multi
融化	n,v			cow-multi
行動	n,v			cow-multi
行為	n,v			cow-multi
衝擊	n,v			cow-multi
衝突	n,v			cow-multi
表決	n,v			cow-multi
表演	n,v			cow-multi
表現	n,v			cow-multi
表達	n,v			cow-multi
衰落	n,v			cow-multi
衰退	n,v			cow-multi
裂開	n,v			cow-multi
補償	n,v			cow-multi
補充	n,v			cow-multi
裝備	n,v			cow-multi
裝束	n,v			cow-multi
裝飾	n,v			cow-multi
製作	n,v			cow-multi
製造	n,v			cow-multi
襲擊	n,v			cow-multi
要求	n,v			cow-multi
見證	n,v			cow-multi
規定	n,v			cow-multi
解凍	n,v			cow-multi
解放	n,v			cow-multi
解決	n,v			cow-multi
解答	n,v			cow-multi
解釋	n,v			cow-multi
解除	n,v			cow-multi
觸	n,v			cow-multi
計劃	n,v			cow-multi
計算	n,v			cow-multi
討論	n,v			cow-multi
訓練	n,v			cow-multi
記憶	n,v			cow-multi
記錄	n,v			cow-multi
訪問	n,v			cow-multi
設立	n,v			cow-multi
設計	n,v			cow-multi
評價	n,v			cow-multi
評判	n,v			cow-multi
試圖	n,v			cow-multi
誇張	n,v			cow-multi
認識	n,v			cow-multi
認錯	n,v			cow-multi
誘惑	n,v			cow-multi
説話	n,v			cow-multi
調整	n,v			cow-multi
調查	n,v			cow-multi
請求	n,v			cow-multi
謀殺	n,v			cow-multi
講話	n,v			cow-multi
謝謝	n,v			cow-multi
證實	n,v			cow-multi
證明	n,v			cow-multi
警告	n,v			cow-multi
變化	n,v			cow-multi
象徵	n,v			cow-multi
貨物運輸	n,v			cow-multi
